CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_CATEGORIA_ADMINISTRATIVA;TP_REDE;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;ANO_BASE
2;29;2913903;0;1;1;2;1;83137;"""0115L13""";01;011;0115;2;1;1;1;1;40;0;40;0;40;0;0;0;353;0;353;0;353;0;0;0;28;15;13;12;16;28;8;20;0;0;0;0;0;0;0;0;0;15;4;2;4;2;0;1;2;8;18;0;0;0;148;110;38;49;99;0;47;39;13;13;28;6;2;9;57;72;0;0;10;12;9;3;7;5;0;2;6;1;1;2;0;0;0;5;4;0;0;3;28;0;148;0;12;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;0;0;54;0;53;1;0;0;5;0;5;0;0;0;26;2;0;142;6;0;12;0;0;0;0;0;0;1;0;1;0;6;0;6;3;0;0;0;0;0.5714285714285714;2022
2;29;2914604;0;1;1;2;1;92444;"""0115L13""";01;011;0115;2;1;1;1;1;30;0;30;0;30;0;0;0;365;0;365;0;365;0;0;0;14;8;6;14;0;14;0;14;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;2;7;5;0;0;0;134;100;34;100;34;0;76;24;9;16;7;2;0;13;65;36;2;0;18;14;11;3;12;2;0;4;3;1;4;2;0;0;1;6;3;0;0;4;14;0;134;0;14;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;50;0;48;0;0;2;4;0;4;0;0;0;12;2;0;122;12;0;13;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0.2857142857142857;2022
2;29;2914604;0;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;12;3;0;0;14;8;0;0;6;0;0;0;1;0;0;0;6;3;2;3;1;0;0;2;0;4;0;0;9;12;10;2;0;0;0;7;1;1;2;1;0;0;1;0;4;0;0;7;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;15;0;12;0;1;0;0;0;0;0;9;0;0;0;0;9;0;0;9;0;5;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;2022
2;29;2914703;0;1;1;2;1;83132;"""0115L13""";01;011;0115;2;1;1;1;1;50;0;50;0;50;0;0;0;117;0;117;0;117;0;0;0;16;10;6;0;16;16;11;5;0;0;0;0;0;0;0;0;0;12;2;1;0;1;0;0;1;3;11;0;0;1;123;96;27;70;53;0;52;31;11;10;15;3;1;5;55;29;2;0;32;10;10;0;8;2;0;0;6;1;0;2;1;0;0;4;2;0;0;4;16;0;123;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;47;0;47;0;0;0;4;0;4;0;0;0;16;0;0;118;5;0;10;0;0;0;0;0;0;11;0;10;0;2;0;2;0;0;0;0;0;0.375;2022
2;29;2914802;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;15;5;0;0;17;14;3;0;0;0;0;0;3;0;0;0;6;3;3;3;5;0;0;3;5;4;0;0;8;36;27;9;0;0;0;9;6;6;7;7;1;0;6;8;13;1;0;8;3;2;1;0;0;0;0;1;0;1;1;0;0;0;1;2;0;0;0;20;0;36;0;3;0;0;0;0;0;20;0;0;0;0;20;0;0;20;0;36;0;0;0;0;36;1;0;36;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;5;0;17;19;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95;2022
2;29;2916401;0;2;1;4;2;1205437;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;5;0;0;11;6;4;0;1;0;0;0;0;0;0;0;5;1;4;1;0;0;0;0;2;8;0;0;1;23;13;10;0;0;0;10;2;4;4;2;1;0;6;3;13;0;0;1;4;3;1;0;0;0;0;1;0;1;2;0;0;1;0;3;0;0;0;11;0;23;0;4;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;2;0;18;5;0;3;1;0;0;0;0;0;21;8;19;3;30;11;23;4;0;0;0;0;0.6363636363636364;2022
2;29;2917508;0;1;1;2;1;83051;"""0115L13""";01;011;0115;2;1;1;1;1;30;0;30;0;30;0;0;0;273;0;273;0;273;0;0;0;18;15;3;18;0;18;0;18;0;0;0;0;0;0;0;0;0;15;2;0;0;1;0;0;2;4;12;0;0;0;121;109;12;71;50;0;55;34;8;12;8;4;0;12;45;57;2;0;5;13;13;0;8;5;0;2;4;3;1;1;2;0;2;4;6;0;0;1;18;0;121;0;13;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;39;0;36;1;0;2;1;0;1;0;0;0;17;1;0;111;10;0;11;2;0;0;0;0;0;11;0;11;2;3;0;3;0;0;0;0;0;0.2222222222222222;2022
2;29;2917508;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;13;4;0;0;16;14;2;0;0;0;0;0;1;0;0;1;8;2;4;0;2;0;0;3;4;3;1;0;6;24;17;7;0;0;1;10;3;5;1;4;0;0;8;5;4;1;0;6;2;2;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;17;0;24;0;2;0;1;1;1;0;13;0;0;0;0;13;0;0;13;0;19;0;0;0;0;19;0;0;19;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;3;0;14;10;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.29411764705882354;2022
2;29;2918001;0;1;1;2;1;15740;"""0115L13""";01;011;0115;2;1;1;1;1;145;83;62;0;76;0;69;0;366;139;227;0;361;0;5;0;65;44;21;31;34;63;22;40;0;1;0;0;0;2;0;0;0;53;4;3;3;2;0;0;23;18;22;0;0;2;234;168;66;110;124;0;151;40;15;13;15;0;0;50;64;113;0;0;7;14;9;5;4;10;0;5;5;1;1;2;0;0;4;1;8;0;0;1;65;0;234;0;14;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;5;19;0;4;0;29;5;20;0;4;0;0;0;0;0;0;0;61;4;0;211;23;0;12;2;0;0;0;0;0;43;3;42;0;20;0;19;4;0;0;0;0;0.46153846153846156;2022
2;29;2918407;0;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;2;0;0;11;8;0;0;3;0;0;0;1;0;0;0;4;1;2;2;2;1;0;4;0;4;0;0;4;7;5;2;0;0;0;4;0;0;0;1;2;0;3;0;2;0;0;2;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;12;0;7;0;1;0;0;0;0;0;5;0;0;0;0;5;0;0;5;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;5;2;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0.5;2022
2;29;2918407;0;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;12;3;0;0;6;6;0;0;0;0;0;0;9;0;0;0;5;3;3;3;0;1;0;0;0;4;1;0;10;13;10;3;0;0;0;7;1;3;1;0;1;0;0;0;5;0;0;8;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;15;0;13;0;1;0;0;0;0;0;4;0;0;0;0;4;0;0;4;0;5;0;0;0;0;5;0;0;4;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;0;12;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0.13333333333333333;2022
2;29;2919207;0;2;1;4;2;87237;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;13;2;0;0;1;1;0;0;0;0;0;0;14;0;0;0;9;1;0;2;2;1;0;4;0;6;0;1;4;11;9;2;0;0;0;7;0;0;2;2;0;0;2;0;4;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;11;0;0;0;0;0;0;0;7;0;0;0;0;7;0;0;6;1;6;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3333333333333333;2022
2;29;2919207;0;2;1;4;2;1419675;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;4;0;0;2;2;0;0;0;0;0;0;10;0;0;0;4;0;1;2;4;1;0;1;2;5;0;0;4;10;6;4;0;0;0;2;0;1;1;4;2;0;1;1;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;10;0;0;0;0;0;0;0;6;0;0;0;0;6;0;0;6;0;6;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0.16666666666666666;2022
2;29;2923803;0;1;2;4;2;46294;"""0115L13""";01;011;0115;2;0;1;1;1;20;9;11;0;12;0;8;0;50;25;25;0;30;0;20;0;12;9;3;5;7;4;3;4;0;0;0;0;0;8;0;0;0;5;2;0;1;3;1;0;3;2;7;0;0;0;32;21;11;6;26;0;20;5;1;2;3;1;0;5;4;21;1;0;1;9;6;3;2;7;0;6;1;0;0;1;1;0;3;0;5;0;0;1;12;0;32;0;9;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;6;0;0;0;0;6;5;1;0;0;3;0;0;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;32;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08333333333333333;2022
2;29;2924009;0;2;2;4;2;99968;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;13;7;0;0;19;18;1;0;0;0;0;0;1;0;0;0;7;2;4;4;3;0;0;2;1;9;0;0;8;56;44;12;0;0;0;12;12;9;11;10;2;0;24;2;21;1;0;8;4;4;0;0;0;0;0;1;2;0;0;1;0;2;0;2;0;0;0;20;0;56;0;4;0;0;0;0;0;17;0;0;0;0;17;0;0;17;0;48;0;0;0;0;48;0;0;48;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;2;0;20;36;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;2022
2;29;2925303;0;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;8;4;0;0;7;7;0;0;0;0;0;0;5;0;0;0;3;3;1;2;2;1;0;3;1;2;0;0;6;13;8;5;0;0;0;6;2;0;3;1;1;0;3;1;4;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;13;0;0;0;1;1;1;0;4;0;0;0;0;4;0;0;4;0;5;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;11;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;2022
2;29;2927408;1;1;1;1;1;117076;"""0115L13""";01;011;0115;2;1;1;1;1;51;0;51;0;45;0;6;0;170;0;170;0;164;0;6;0;35;29;6;0;35;32;0;32;0;0;0;0;0;3;0;0;1;22;4;3;1;3;1;0;4;7;21;0;0;3;241;160;81;0;241;1;82;51;38;33;24;8;4;23;45;108;0;1;64;20;9;11;0;20;0;3;5;4;4;2;1;1;1;2;8;0;0;9;35;0;241;0;20;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;14;0;7;0;89;89;76;0;42;0;5;5;4;0;3;0;17;18;0;116;125;0;9;11;0;0;0;0;0;16;1;15;2;45;3;43;10;0;0;0;0;0.9142857142857143;2022
2;29;2927408;1;1;1;2;1;83039;"""0115L04""";01;011;0115;2;1;1;1;1;30;0;30;0;30;0;0;0;300;0;300;0;300;0;0;0;12;8;4;0;12;12;9;3;0;0;0;0;0;0;0;0;0;8;2;0;0;1;1;0;3;5;4;0;0;0;55;35;20;0;55;0;21;14;5;6;6;2;1;5;25;15;0;0;10;9;5;4;0;9;0;2;3;1;1;2;0;0;0;5;1;0;0;3;12;0;55;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;17;0;17;0;0;0;2;0;2;0;0;0;4;8;0;37;18;0;6;3;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0.16666666666666666;2022
2;29;2927408;1;1;1;2;1;83034;"""0115L13""";01;011;0115;2;1;1;1;1;30;30;0;0;30;0;0;0;265;265;0;0;265;0;0;0;18;16;2;18;0;18;10;8;0;0;0;0;0;0;0;0;1;14;2;0;1;0;0;0;5;9;4;0;0;0;80;55;25;80;0;1;44;19;5;5;6;0;0;10;43;20;0;0;7;14;10;4;14;0;0;9;4;0;1;0;0;0;1;7;6;0;0;0;18;0;80;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;33;0;33;0;0;0;2;0;2;0;0;0;12;6;0;56;24;0;8;6;0;0;0;0;0;2;0;2;0;6;0;6;4;0;0;0;0;0.3888888888888889;2022
2;29;2927408;1;1;1;5;2;22380;"""0115L04""";01;011;0115;2;0;1;1;1;90;0;90;0;60;0;30;0;49;0;49;0;37;0;12;0;15;9;6;0;15;12;8;4;0;0;0;0;0;3;0;0;0;12;1;1;0;1;0;0;3;0;2;0;0;10;68;48;20;0;68;0;39;12;7;2;7;0;1;13;4;15;0;1;35;8;6;2;0;8;0;4;1;1;0;2;0;0;3;0;3;0;0;2;15;0;67;1;8;0;1;0;1;0;5;0;0;0;0;5;0;0;0;5;23;1;1;0;0;22;5;0;0;17;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;3;0;56;12;0;7;1;0;0;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0.5333333333333333;2022
2;29;2927408;1;1;1;5;2;24261;"""0115L13""";01;011;0115;2;0;1;1;1;90;0;90;0;60;0;30;0;45;0;45;0;38;0;7;0;16;7;9;0;16;12;5;7;0;0;0;0;0;4;0;0;0;12;1;0;0;3;0;0;1;0;3;0;0;12;70;41;29;0;70;0;45;10;2;6;6;1;0;3;8;16;0;0;43;7;5;2;0;7;0;2;3;1;1;0;0;0;0;1;5;0;0;1;16;0;70;0;7;0;0;0;0;0;4;0;0;0;0;4;0;0;0;4;26;2;2;0;2;24;8;0;1;15;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;2;0;59;11;0;6;1;0;0;0;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0.375;2022
2;29;2927408;1;2;1;4;2;1183559;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;25;7;0;0;19;19;0;0;0;0;0;0;13;0;0;0;8;8;5;3;7;0;1;5;7;10;1;0;9;77;56;21;0;0;0;14;20;6;9;20;5;3;20;12;23;1;0;21;5;2;3;0;0;0;0;2;0;2;0;1;0;1;1;2;0;0;1;32;0;77;0;5;0;1;1;1;0;31;0;0;0;0;31;1;0;30;0;77;1;0;1;0;77;3;0;74;0;5;0;0;0;0;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;24;0;36;41;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6875;2022
2;29;2927408;1;2;1;4;2;1125999;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;25;7;0;0;15;15;0;0;0;0;0;0;17;0;0;0;8;4;3;5;9;3;0;6;5;12;0;0;9;52;37;15;0;0;0;8;4;6;6;15;9;4;7;10;22;2;0;11;3;3;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;32;0;52;0;3;0;0;0;0;0;32;0;0;0;0;32;2;0;32;0;51;0;0;0;0;51;5;0;47;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;14;0;35;17;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.65625;2022
2;29;2927408;1;2;1;4;2;1258526;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;8;3;0;0;6;6;1;0;5;0;0;0;5;0;0;0;1;0;4;1;4;1;0;2;3;5;0;1;0;9;6;3;0;0;0;2;0;4;1;1;1;0;2;3;3;0;1;0;2;1;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;11;0;9;0;2;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;2;0;0;0;0;2;0;0;1;1;2;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;7;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5454545454545454;2022
2;29;2927408;1;2;1;4;2;89379;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;26;8;0;0;32;6;0;0;26;0;0;0;2;0;0;0;1;7;3;8;11;4;0;3;7;17;0;0;7;39;28;11;0;0;0;4;6;4;10;6;9;0;5;5;19;1;0;9;6;6;0;0;0;0;0;0;0;3;0;3;0;0;0;1;1;0;4;34;0;39;0;6;0;1;0;1;0;20;0;0;0;0;20;0;0;19;1;20;0;0;0;0;20;1;0;18;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;3;0;34;5;0;6;0;0;0;0;0;0;10;0;5;3;1;1;1;0;0;0;0;0;0.8823529411764706;2022
2;29;2927408;1;2;1;4;2;1420105;"""0115L15""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;27;13;0;0;36;32;1;0;3;0;0;0;4;0;0;0;14;9;5;1;5;6;0;1;10;14;0;0;15;43;29;14;0;0;0;17;11;3;3;4;5;0;4;11;15;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;43;0;0;0;1;0;1;0;22;0;0;0;0;22;1;0;20;1;19;0;0;0;0;19;1;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;5;0;37;6;0;0;0;0;0;0;0;0;0;0;0;0;4;1;4;0;0;0;0;0;0.525;2022
2;29;2927408;1;2;1;4;2;1483659;"""0115L04""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;20;8;0;0;22;11;11;0;0;0;0;0;6;0;0;0;11;3;1;5;4;2;2;7;2;8;0;0;11;46;35;11;0;0;0;12;10;4;6;9;4;1;7;4;20;0;0;15;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;28;0;46;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;10;0;35;11;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2857142857142857;2022
2;29;2927408;1;2;1;4;2;1150433;"""0115L13""";01;011;0115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;13;2;0;0;11;5;6;0;0;0;0;0;4;0;0;0;4;4;2;1;3;1;0;4;3;4;0;0;4;22;17;5;0;0;0;3;5;2;5;4;2;1;4;6;9;0;0;3;3;2;1;0;0;0;0;1;0;1;1;0;0;0;1;2;0;0;0;15;0;22;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;6;6;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;2;0;17;5;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19.533333333333335;2022
