CO_REGIAO;CO_UF;CO_MUNICIPIO;IN_CAPITAL;TP_DIMENSAO;TP_ORGANIZACAO_ACADEMICA;TP_CATEGORIA_ADMINISTRATIVA;TP_REDE;CO_CURSO;CO_CINE_ROTULO;CO_CINE_AREA_GERAL;CO_CINE_AREA_ESPECIFICA;CO_CINE_AREA_DETALHADA;TP_GRAU_ACADEMICO;IN_GRATUITO;TP_MODALIDADE_ENSINO;TP_NIVEL_ACADEMICO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA;TX_EVASAO;ANO_BASE;IN_COMUNITARIA;IN_CONFESSIONAL;QT_ING_RVPPI;QT_ING_RVQUILO;QT_ING_RVREFU;QT_ING_RVPOVT;QT_ING_RVIDOSO;QT_ING_RVINTERN;QT_ING_RVMEDAL;QT_ING_RVTRANS;QT_MAT_RVPPI;QT_MAT_RVQUILO;QT_MAT_RVREFU;QT_MAT_RVPOVT;QT_MAT_RVIDOSO;QT_MAT_RVINTERN;QT_MAT_RVMEDAL;QT_MAT_RVTRANS;QT_CONC_RVPPI;QT_CONC_RVQUILO;QT_CONC_RVREFU;QT_CONC_RVPOVT;QT_CONC_RVIDOSO;QT_CONC_RVINTERN;QT_CONC_RVMEDAL;QT_CONC_RVTRANS
3;32;3201704;0;2;3;4;2;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;2;0;0;12;12;0;0;0;0;0;0;0;0;0;0;4;2;3;0;3;0;0;2;2;8;0;0;0;14;11;3;0;0;0;6;2;3;0;3;0;0;2;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;11;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.08333333333333333;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3201902;0;2;3;4;2;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;13;1;0;0;14;14;0;0;0;0;0;0;0;0;0;0;4;5;1;2;2;0;0;10;1;2;0;0;1;20;20;0;0;0;0;4;6;2;3;4;0;1;12;1;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;14;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.21428571428571427;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3202405;0;2;3;4;2;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;1;0;0;13;13;0;0;0;0;0;0;0;0;0;0;2;1;4;2;4;0;0;7;1;5;0;0;0;16;15;1;0;0;0;2;1;4;3;5;1;0;9;1;6;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;13;0;16;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8;0;7;9;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.23076923076923078;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3203205;0;2;1;4;2;89379;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;20;2;0;0;21;6;0;0;15;0;0;0;1;0;0;0;3;5;3;5;4;2;0;6;3;5;1;0;7;25;23;2;0;0;0;5;8;2;6;3;1;0;6;3;11;1;0;4;5;4;1;0;0;0;1;2;1;1;0;0;0;1;0;3;0;0;1;22;0;25;0;5;0;0;0;0;0;6;0;0;0;0;6;0;0;6;0;11;0;0;0;0;11;0;0;10;1;4;0;0;0;0;4;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;24;1;0;5;0;0;0;0;0;0;1;0;1;1;4;2;3;1;0;0;0;0;0.7727272727272727;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3203205;0;2;1;4;2;1420105;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;13;5;0;0;16;15;0;0;1;0;0;0;2;0;0;0;7;2;2;6;0;1;0;5;0;6;0;0;7;23;21;2;0;0;0;8;2;5;8;0;0;0;9;0;5;0;0;9;2;2;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;18;0;23;0;2;0;1;0;0;0;13;0;0;0;0;13;0;0;13;0;11;0;0;0;0;11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;1;0;21;2;0;1;1;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0.6666666666666666;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3203205;0;2;4;1;1;1179970;"""0115L13""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;42;8;0;0;44;0;0;0;44;0;0;0;6;0;0;0;3;9;9;14;13;2;0;14;5;31;0;0;0;43;38;5;0;0;0;2;9;8;12;11;1;0;12;4;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;5;0;0;0;0;5;0;0;0;0;0;0;44;6;0;38;5;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0.14;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3203304;0;2;3;4;2;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;0;0;14;14;0;0;0;0;0;0;0;0;0;0;6;2;2;2;2;0;0;3;0;3;0;0;8;14;14;0;0;0;0;5;2;2;3;2;0;0;4;0;3;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;2;0;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.07142857142857142;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3203908;0;2;1;5;2;88814;"""0115L15""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;13;6;0;0;11;11;0;0;0;0;0;0;8;0;0;0;8;2;1;6;1;1;0;8;3;6;0;1;1;30;22;8;0;0;0;8;5;4;9;3;1;0;10;4;14;0;1;1;5;4;1;0;0;0;1;1;1;1;1;0;0;1;0;4;0;0;0;19;0;30;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;4;0;26;4;0;5;0;0;0;0;0;0;0;0;0;0;3;2;3;0;0;0;0;0;0.21052631578947367;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3204252;0;2;3;4;2;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;4;2;4;1;1;0;0;2;2;8;0;0;0;12;12;0;0;0;0;4;2;4;1;1;0;0;2;2;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205002;0;2;1;4;2;1183559;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;15;8;0;0;19;19;0;0;0;0;0;0;4;0;0;0;9;5;3;4;2;0;0;5;7;8;0;0;3;38;23;15;0;0;0;11;7;7;8;4;1;0;17;8;8;0;0;5;3;2;1;0;0;0;0;0;0;1;1;1;0;2;1;0;0;0;0;23;0;38;0;3;0;1;0;0;0;23;0;0;0;0;23;0;0;23;0;38;0;0;0;0;38;0;0;38;0;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;10;0;22;16;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6086956521739131;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205002;0;2;2;4;2;1363693;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;9;4;0;0;12;12;0;0;0;0;0;0;1;0;0;0;4;4;0;2;2;1;0;10;1;2;0;0;0;21;16;5;0;0;0;5;4;1;6;3;2;0;15;2;3;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;13;0;21;0;1;0;0;0;0;0;12;0;0;0;0;12;0;0;12;0;17;0;0;0;0;17;0;0;17;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;17;4;0;1;0;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0.8461538461538461;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205002;0;2;2;4;2;99968;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;10;1;0;0;10;9;1;0;0;0;0;0;1;0;0;0;2;0;1;4;3;1;0;6;0;5;0;0;0;20;16;4;0;0;0;2;0;3;5;9;1;0;7;4;9;0;0;0;2;2;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0;0;11;0;20;0;2;0;1;1;1;0;9;0;0;0;0;9;1;0;9;0;16;0;0;0;0;16;3;0;16;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;0;19;1;0;2;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1.1818181818181819;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205002;0;2;3;4;2;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;94;86;8;0;0;94;94;0;0;0;0;0;0;0;0;0;0;23;17;15;12;26;1;0;20;15;46;3;1;9;122;109;13;0;0;0;30;24;21;13;32;2;0;27;18;58;3;2;14;2;1;1;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;94;0;122;0;2;0;0;0;0;0;2;0;0;0;0;2;2;0;0;0;2;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61;33;0;80;42;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.35106382978723405;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205036;0;2;4;1;1;1179970;"""0115L13""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;39;7;0;0;40;0;0;0;40;0;0;0;6;0;0;0;3;6;6;12;17;1;1;21;4;19;1;0;1;39;32;7;0;0;0;2;5;5;10;15;1;1;18;3;16;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;46;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;4;3;0;0;0;0;3;0;0;0;0;0;0;35;11;0;28;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.15217391304347827;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205069;0;1;4;1;1;1365444;"""0115L13""";1;11;115;2;1;1;1;1;70;0;70;0;40;0;30;0;83;0;83;0;74;0;9;0;25;17;8;0;25;17;0;17;0;0;0;0;0;8;0;0;0;18;1;2;0;2;1;1;11;2;12;0;0;0;75;53;22;0;75;0;50;14;6;2;2;1;0;37;12;26;0;0;0;19;13;6;0;19;0;15;3;1;0;0;0;0;8;3;8;0;0;0;25;0;75;0;19;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;1;0;31;31;19;1;15;0;10;10;6;0;6;0;24;1;0;71;4;0;19;0;0;0;0;0;0;20;2;16;2;28;3;22;9;0;0;0;0;1.52;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205200;0;2;1;4;2;1183559;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;11;3;0;0;9;9;0;0;0;0;0;0;5;0;0;0;3;3;3;1;3;1;0;3;1;6;0;0;4;33;20;13;0;0;0;5;4;5;5;6;6;2;14;1;7;0;0;11;6;4;2;0;0;0;0;1;2;2;1;0;0;3;0;2;0;0;1;14;0;33;0;6;0;0;0;0;0;13;0;0;0;0;13;0;0;13;0;32;0;0;0;0;32;2;0;30;0;6;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;10;0;15;18;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205200;0;2;3;4;2;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;35;3;0;0;38;38;0;0;0;0;0;0;0;0;0;0;8;8;6;5;8;3;0;16;6;15;0;0;1;47;41;6;0;0;0;10;10;8;5;9;3;2;16;9;20;0;0;2;2;2;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;38;0;47;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;13;0;31;16;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.10526315789473684;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205200;0;2;4;1;1;1179970;"""0115L13""";1;11;115;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;38;18;0;0;46;0;0;0;46;0;0;0;10;0;0;0;6;7;13;12;12;5;1;12;13;31;0;0;0;41;32;9;0;0;0;4;4;7;9;12;4;1;11;9;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;5;0;0;0;0;5;0;0;0;0;0;0;46;10;0;35;6;0;0;0;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0.26785714285714285;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205309;1;1;1;1;1;116576;"""0115L04""";1;11;115;2;1;1;1;1;62;62;0;0;55;0;6;1;365;365;0;0;347;0;17;1;58;40;18;58;0;52;0;52;0;0;0;0;0;6;0;0;0;50;4;1;1;2;0;0;25;8;23;1;0;1;174;128;46;174;0;0;134;25;6;4;2;3;0;82;20;66;1;1;4;22;17;5;22;0;0;17;2;0;2;0;1;0;12;3;6;0;0;1;58;0;174;0;22;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;7;10;0;4;6;78;18;26;0;13;21;9;2;2;0;2;3;51;7;0;155;19;0;18;4;0;0;0;0;0;27;2;26;6;25;4;25;2;0;0;0;0;0.7241379310344828;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205309;1;1;1;1;1;116578;"""0115L13""";1;11;115;2;1;1;1;1;74;48;26;0;73;0;0;1;747;373;374;0;746;0;0;1;69;48;21;48;21;69;0;69;0;0;0;0;0;0;0;0;0;58;3;2;4;2;0;0;37;10;21;0;0;1;309;223;86;203;106;0;217;46;13;14;13;4;2;130;58;111;3;0;7;49;32;17;43;6;0;30;10;3;1;5;0;0;19;9;19;1;0;1;69;0;308;1;49;0;8;1;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;8;7;0;7;8;156;30;45;4;30;47;27;3;5;3;6;10;68;1;0;273;36;0;42;7;0;0;0;0;0;68;7;65;15;51;6;50;11;0;0;0;0;0.8260869565217391;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205309;1;1;1;1;1;116574;"""0115L12""";1;11;115;2;1;1;1;1;1025;0;1025;0;25;0;0;1000;1080;0;1080;0;80;0;0;1000;26;23;3;0;26;26;0;25;0;1;0;0;0;0;0;0;0;16;2;2;1;4;1;0;7;7;10;0;0;2;137;105;32;0;137;0;61;27;18;9;15;6;1;43;29;56;2;0;7;7;5;2;0;7;0;1;3;1;0;0;2;0;3;0;4;0;0;0;24;2;134;3;7;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;2;0;1;5;55;11;16;0;6;22;3;1;0;0;1;1;25;1;0;121;16;0;7;0;0;0;0;0;0;27;2;27;3;13;0;13;0;0;0;0;0;0.5384615384615384;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205309;1;1;4;1;1;1127926;"""0115L13""";1;11;115;2;1;1;1;1;46;0;46;0;42;0;4;0;94;0;94;0;67;0;27;0;45;35;10;0;45;42;0;42;0;0;0;0;0;3;0;0;0;34;7;1;2;0;0;1;12;9;24;0;0;0;167;124;43;0;167;0;103;33;11;11;5;2;2;60;23;81;2;1;0;25;19;6;0;25;0;13;10;0;1;1;0;0;13;2;9;1;0;0;45;0;167;0;25;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;10;0;8;0;71;71;39;0;34;0;12;12;5;0;5;0;35;10;0;124;43;0;18;7;0;0;0;0;0;65;16;63;10;67;11;66;10;0;0;0;0;0.4888888888888889;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205309;1;2;1;4;2;1183559;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;8;6;0;0;8;8;0;0;0;0;0;0;6;0;0;0;3;1;2;3;2;3;0;3;1;6;1;0;3;33;22;11;0;0;0;8;6;5;5;6;3;0;12;2;10;2;0;7;2;1;1;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;14;0;33;0;2;0;0;0;0;0;13;0;0;0;0;13;1;0;13;0;32;0;0;0;0;32;3;0;31;0;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;6;0;19;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205309;1;2;1;4;2;1125999;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;8;5;0;0;3;3;0;0;0;0;0;0;10;0;0;0;1;3;1;3;4;1;0;7;0;5;1;0;0;22;13;9;0;0;0;4;4;1;2;9;2;0;7;0;11;0;0;4;4;3;1;0;0;0;2;1;0;0;1;0;0;2;0;1;0;0;1;13;0;22;0;4;0;0;0;0;0;12;0;0;0;0;12;0;0;12;0;21;0;0;0;0;21;1;0;20;0;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;7;0;12;10;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205309;1;2;2;4;2;1379284;"""0115L04""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;5;6;0;0;6;6;0;0;0;0;0;0;5;0;0;0;2;6;0;1;1;1;0;7;2;1;0;0;1;14;8;6;0;0;0;2;4;4;2;2;0;0;6;1;2;0;0;5;2;1;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;11;0;14;0;2;0;0;0;0;0;11;0;0;0;0;11;0;0;11;0;13;0;0;0;0;13;0;0;13;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;6;0;5;9;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8181818181818182;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
3;32;3205309;1;2;3;4;2;1405212;"""0115L13""";1;11;115;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;26;4;0;0;30;30;0;0;0;0;0;0;0;0;0;0;6;5;5;4;9;1;0;8;7;12;1;0;2;43;35;8;0;0;0;8;5;11;5;13;1;0;10;11;19;1;0;2;2;0;2;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;30;0;43;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;12;0;29;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.13333333333333333;2023;0;0;;;;;;;;;;;;;;;;;;;;;;;;
